Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
"Sandeepa Dhar, Anurita Jha, Rajendra Sethi, Jaihind Kumar",N/A,N/A,N/A,Syed Ahmad Afzal,"Comedy, Romance",tt6582458,8.5,544,Hindi,N/A,Baaraat Company,A man and his grandfather run a wedding company that tries to stop couples from eloping.,N/A,N/A,28 Jul 2017,,124 min,movie,N/A,"Syed Ahmad Afzal (dialogue), Syed Ahmad Afzal (screenplay), Ranveer Kumar (screenplay), Pankaj Matta (dialogue), Pankaj Matta (screenplay), Ramesh Mishra (screenplay), Ashutosh Tiwari (screenplay), A.M. Turaz (screenplay), A.M. Turaz (story)",2017
"Rajpal Yadav, Shekhar Suman, Sayali Bhagat, Divya Dutta",N/A,N/A,N/A,Vinod Pande,Comedy,tt2177513,3.9,31,Hindi,N/A,Chaloo Movie,"The police raid a theatre where movie tickets of a very successful film are being sold in black (illegally at a higher price). When Police Inspector Sher Khan interrogates Khoji, a man in ...",N/A,N/A,23 Dec 2011,,N/A,movie,N/A,"Ajay Khamosh, Vinod Pande",2011
"Amit Bhaskar, Prem Chopra, Sonika Chopra, Mansi Dovhal",N/A,N/A,N/A,Mansi Dovhal,Drama,tt5568866,7.0,6,Hindi,N/A,Shaadi Abhi Baaki Hai,"Its a Big Fat Indian Wedding. US returned bride Jugnu finds out that her groom, her boyfriend Jaan is switched. Where is her Jaan? How can Jugnu be forced to marry her fathers business ...",Magic Entertainment,N/A,17 Nov 2017,,127 min,movie,N/A,Mansi Dovhal,2017
"Rajesh Tailang, Tannishtha Chatterjee, Anurag Arora, Shobha Sharma Jassi",2 wins & 7 nominations.,N/A,20 Oct 2014,Richie Mehta,Drama,tt2932606,7.3,495,"Hindi, Hindi",72,Siddharth,"A chain-wallah from Delhi travels across India in search of his missing son, in the hopes that whoever took him, returns him unharmed.",Zeitgeist Films,G,05 Jun 2014,90%,96 min,movie,http://www.zeitgeistfilms.com/siddharth/,"Maureen Dorey (story editor), Richie Mehta, Richie Mehta, Rajesh Tailang (dialogue)",2013
"Arjun Rampal, Abhay Deol, Manoj Bajpayee, Esha Gupta",N/A,N/A,N/A,Prakash Jha,"Drama, Thriller, War",tt2292625,6.9,"2,625",Hindi,N/A,Chakravyuh,"On the request of his friend Kabir, SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.",Eros International,N/A,24 Oct 2012,,152 min,movie,http://www.chakravyuhthefilm.com/,"Ram Goutam (script supervisor), Prakash Jha, Sagar Pandya, Anjum Rajabali, A.M. Turaz (lyricist)",2012
"Wamiqa Gabbi, Izabelle Leite, Mehak Manwani, Highphill Mathew",5 nominations.,N/A,N/A,Raj Purohit,"Drama, Romance, Thriller",tt2976172,6.4,"1,469",Hindi,N/A,Sixteen,"Welcome to sixteen's world. A world where growing up has speeded up multifold times from the time you and me were kids. Once upon a time, it was the age of innocence, the age of sweetness, ...",TheMovieKaka,UNRATED,12 Jul 2013,,138 min,movie,N/A,"Raj Purohit, Pawan Sony",2013
,,,,,,tt7856176,,,,,,,,,,,,,,,
"Arjun Kapoor, Sonakshi Sinha, Manoj Bajpayee, Deepti Naval",N/A,"$234,207",N/A,Amit Sharma,"Action, Drama, Romance",tt3398048,4.1,"2,527",Hindi,N/A,Tevar,"Caught in the middle of a lethal unrequited love, an athlete protects a young woman from an unwanted marriage.",Eros Entertainment,NOT RATED,09 Jan 2015,,157 min,movie,https://www.facebook.com/TevarMovie,"Gunasekhar, Shantanu Srivastava",2015
"Tusshar Kapoor, Kulraj Randhawa, Anupam Kher, Om Puri",N/A,N/A,N/A,Samir Karnik,"Comedy, Romance",tt2191641,4.2,346,Hindi,N/A,Chaar Din Ki Chandni,"Chandini comes to India to attend Veer's sisters wedding. In those four days, she wins everyone's heart.",Eros Entertainment,N/A,09 Mar 2012,,N/A,movie,N/A,"Nishant Hada (dialogue), Nishant Hada (screenplay), Amit Masurkar (dialogue), Amit Masurkar (screenplay), Arshad Mumtaz",2012
"Rishabh Vaidya, Shakshi Diwedi, Ajay Azad Singh, Udit Kaushik",N/A,N/A,N/A,Shekhar Ujjaninwal,Musical,tt6190346,N/A,N/A,Hindi,N/A,Jannat E Milan,"Jannat e Milan is a Hindi movie starring Rishabh Vaidya and Shakshi Diwedi in prominent roles. The cast also includes Ajay Azad Singh, Atul (Andy), Udit Kaushik and Raghav . It is a musical...",N/A,N/A,23 Mar 2018,,135 min,movie,N/A,N/A,2018
"Adil Hussain, Ritwick Chakraborty, Nayani Dixit, Sonam Stobgais",1 win & 7 nominations.,N/A,N/A,Bauddhayan Mukherji,Drama,tt4643520,6.8,161,Hindi,N/A,The Violin Player,"The Violin Player is the story of one day in the life of a Bollywood session violinist who finds expression in an unlikely place. The day unfolds to reveal startling truths about music, art, life and survival.",N/A,N/A,01 Dec 2016,,72 min,movie,N/A,Bauddhayan Mukherji,2016
,,,,,,tt7335264,,,,,,,,,,,,,,,
"Sharman Joshi, Negar Khan, Nigaar Khan, Manish Nagpal",N/A,N/A,N/A,Ajai Sinha,"Comedy, Romance",tt2224254,3.4,143,Hindi,N/A,3 Bachelors,3 Bachelors is the story of two young bachelors and one young at heart bachelor. Amit and Jai land into trouble for teasing two girls on the very first day of their college because of which...,N/A,NOT RATED,29 Jun 2012,,114 min,movie,N/A,"Raghuvir Shekhawat, Ajai Sinha",2012
"Naseeruddin Shah, Kay Kay Menon, Atul Kulkarni, Ravi Kishan",N/A,N/A,N/A,Hriday Shetty,"Comedy, Crime",tt2184125,6.2,413,Hindi,N/A,Chaalis Chauraasi,"Four friends, who have accidentally committed crimes, decide to loot Rs. 20 crore, posing as cops. But on the way, they encounter a real police inspector, who orders them to do an encounter...",N/A,N/A,13 Jan 2012,,120 min,movie,N/A,N/A,2012
"Salil Acharya, Kavin Dave, Anindita Nayar, Rannvijay Singh",1 nomination.,N/A,N/A,Vishal Mahadkar,"Horror, Romance",tt3720634,6.3,621,Hindi,N/A,3 AM: A Paranormal Experience,The story of the movie revolves around three friends who are going to make a reality show on the existence of ghosts in the world.,N/A,NOT RATED,26 Sep 2014,,103 min,movie,N/A,"Vishal Mahadkar (story), Vishal Mahadkar, Sanjay Masoom (dialogue)",2014
"Rajat Kapoor, Ranvir Shorey, Neha Dhupia, Manjari Phadnis",N/A,N/A,N/A,Saurabh Shukla,"Comedy, Romance",tt1340778,6.9,"1,065",Hindi,N/A,I Am 24,The perks of lying.,N/A,N/A,31 Aug 2012,,118 min,movie,N/A,N/A,2010
"Deepti Naval, Raima Sen, Rituparno Ghosh, Rajat Ganguly",1 win & 1 nomination.,N/A,N/A,Sanjoy Nag,Drama,tt1895476,7.2,306,"Bengali, English, Hindi",N/A,Memories in March,A mother finds out that her recently deceased son had a secret life.,N/A,NOT RATED,01 Apr 2011,,104 min,movie,N/A,Rituparno Ghosh (writes & rhymes),2010
"Pulkit Samrat, Bilal Amrohi, Sarah-Jane Dias, Mandira Bedi",N/A,N/A,N/A,Umesh Bist,"Comedy, Drama",tt3483596,3.5,464,Hindi,N/A,O Teri,"Prantabh and Anand, associated with a news channel in Delhi, are in search of a big scam to prove a point to their senior. A dead body accidentally lands up in their car.",N/A,N/A,28 Mar 2014,,107 min,movie,N/A,"Umesh Bist, Neeti Palta",2014
"Kunal Khemu, Payel Sarkar, Aparna Sharma, Lacey Banghard",N/A,N/A,N/A,"Sheershak Anand, Shantanu Ray Chhibber",Comedy,tt4853926,4.8,477,Hindi,N/A,Guddu Ki Gun,"Guddu Ki Gun is the tale of Govardhan aka Guddu (Kunal Kemmu), a Bihari settled in Kolkata. He is a door-to-door washing powder salesman, whose sales pitch is ""Ek washing powder ke saath ...",N/A,N/A,30 Oct 2015,,130 min,movie,N/A,"Sheershak Anand, Shantanu Ray Chhibber",2015
"Pulkit Samrat, Rajesh Bakshi, Ujjwal Chopra, Wamiqa Gabbi",N/A,N/A,N/A,Supavitra Babul,Romance,tt2347289,4.1,304,Hindi,N/A,Bittoo Boss,"Bittoo Boss' is a young charming, ingenious and a fun filled wedding cameraman who takes pride in calling himself a ""Sesky Video Shooter"". He is the star of all wedding celebrations of ...",N/A,NOT RATED,13 Apr 2012,,116 min,movie,N/A,"Supavitra Babul, Gautam Mehra",2012
"Mithun Chakraborty, Laboni Sarkar, Soham Chakraborty, Hiran Chatterjee",N/A,N/A,N/A,Raja Chanda,"Comedy, Drama, Romance",tt2356426,6.2,55,Hindi,N/A,Le Halwa Le,N/A,N/A,N/A,13 Apr 2012,,N/A,movie,N/A,"Priyadarshan (main story), N.K. Salil (dialogue), N.K. Salil (screenplay)",2012
"Sanjay Dutt, Ameesha Patel, Anupam Kher, Satish Kaushik",N/A,N/A,N/A,Ajay Chandhok,"Action, Adventure, Comedy",tt1363363,1.7,492,"Hindi, Panjabi, Bhojpuri, English",N/A,Chatur Singh Two Star,A bumbling police detective and his sidekick attempt to arrest an assassin.,N/A,N/A,19 Aug 2011,,150 min,movie,N/A,"Rumi Jaffery (screenplay), Sai Kabir (dialogue)",2011
Shaurya Singh,N/A,N/A,N/A,Shaurya Singh,Comedy,tt6611040,N/A,N/A,"Hindi, English",N/A,Bhanwarey,N/A,N/A,N/A,24 Mar 2017,,120 min,movie,N/A,Shaurya Singh,2017
"Tom Alter, Abhinay Banker, Raju Barot, Rakesh Bedi",N/A,N/A,N/A,Abhishek Jain,"Comedy, Family",tt2365873,8.2,710,"Gujarati, Hindi",N/A,Kevi Rite Jaish,"The film is a satire on the fascination, nay, obsession of the Patels - a Gujarati farmer community - of migrating to the USA. Over the last half a century lakhs of Patels have migrated to ...",N/A,N/A,15 Jun 2012,,128 min,movie,N/A,"Abhinay Banker (script associate), Abhishek Jain (story,  screenplay & dialogue), Anish Shah (story,  screenplay & dialogue)",2012
"Mohammad Amir Naji, Shahnawaz Bhat, Shamim Basharat, Salma Ashai",2 wins & 4 nominations.,N/A,N/A,Aamir Bashir,Drama,tt1659205,6.5,178,"Urdu, Hindi",N/A,Autumn,"Rafiq and his family are struggling to come to terms with the loss of his older brother Tauqir, a tourist photographer, who is one of the thousands of young men who have disappeared, since ...",N/A,NOT RATED,27 Jul 2012,,96 min,movie,N/A,"Aamir Bashir (screenplay), Mahmood Farooqui (screenplay), Shanker Raman (screenplay)",2010
"Himansh Kohli, Zoya Afroz, Darshan Jariwala, Kiran Juneja",N/A,N/A,N/A,Hasnain Hyderabadwala,"Comedy, Drama, Romance",tt5544662,3.6,144,Hindi,N/A,Sweetiee Weds NRI,Sweetie's father wants her daughter to get married to an NRI from England.,N/A,N/A,02 Jun 2017,,116 min,movie,N/A,"Tariq Mohammad (dialogue), Tariq Mohammad (screenplay), Tariq Mohammad (story)",2017
"Mukesh Khanna, Karishma Kotak, Hemant Pandey, Sharat Saxena",N/A,N/A,N/A,Aanand Raut,Drama,tt4594848,N/A,N/A,Hindi,N/A,Luckhnowi Ishq,Prem (Adhyayan Suman) a medical student from Delhi happens to visit Lucknow for his friends wedding and falls in love with Sunaina (Karishma Kotak) from Lucknow. It is love at first sight ...,N/A,N/A,03 Apr 2015,,127 min,movie,N/A,N/A,2015
"Rahul Bairagi, Dhanshree Jain, Arbaaz Khan, Salman Khan",1 win & 2 nominations.,N/A,N/A,Manjeet Singh,Drama,tt2354223,6.8,91,Hindi,N/A,Mumbai's King,"Rahul, a mischievous adolescent roams the rain soaked slums of Mumbai with Arbaaz, a balloon selling boy. They escape harsh reality of life by roasting stolen potatoes; stealing an auto rickshaw for a joyride; chasing girls, etc.",N/A,N/A,06 Jan 2013,,77 min,movie,N/A,"Jaihind (story), Manjeet Singh (screenplay), Manjeet Singh (story)",2012
"Geeta Agrawal, Jyoti Bagat, Gautam Dhengare, Ravi Patil",N/A,N/A,N/A,Praveen Damle,Drama,tt3056820,N/A,N/A,Hindi,N/A,A Journey of Samyak Buddha,"This movie traces the journey of Gautam Buddha's miraculous birth, marriage & his path towards enlightenment. Based on Dr. Babasaheb Ambedkar's book, 'The Buddha & His righteousness.",N/A,N/A,26 Jul 2013,,N/A,movie,N/A,Praveen Damle,2013
"Akshay Kumar, Sonakshi Sinha, Shreyas Talpade, Minissha Lamba",4 wins & 1 nomination.,"$169,137",19 Aug 2014,Shirish Kunder,"Comedy, Family, Sci-Fi",tt1918886,2.6,"4,178",Hindi,N/A,Joker,"A space scientist working on a project to communicate with aliens visits a village called Paglapur. To improve the plight of the inhabitants of Paglapur, he comes up with a novel idea.",UTV Communications,NOT RATED,31 Aug 2012,0%,104 min,movie,http://www.facebook.com/utvmotionpictures,"Shirish Kunder (dialogue), Shirish Kunder (screenplay), Shirish Kunder (story)",2012
"Shiv Darshan, Hasleen Kaur, Aham Sharma, Rumi Khan",N/A,N/A,N/A,Rajesh Pandey,"Action, Romance",tt3465488,3.8,92,Hindi,N/A,Karle Pyaar Karle,"Karle Pyaar Karle is an adrenaline gushing, action packed, edgy love story of two rebels, Kabir & Preet, playing the game of life.",B4U US,N/A,17 Jan 2014,,110 min,movie,N/A,"Suneel Darshan, Spandan Mishra (additional dialogue)",2014
"Jiiva, Thulasi Nair, Nassar, Thambi Ramayya",N/A,N/A,N/A,Ravi K. Chandran,"Action, Thriller",tt2571022,3.4,277,"Tamil, Hindi, Telugu",N/A,Yaan,A young man gets into trouble in a foreign country.,N/A,N/A,02 Oct 2014,,153 min,movie,N/A,N/A,2014
"Shatrughan Sinha, Vivek Oberoi, Suriya, Sudeep",2 nominations.,N/A,N/A,Ram Gopal Varma,"Action, Biography, Crime",tt1727535,6.4,"1,925","Hindi, Telugu, Tamil",N/A,Rakhta Charitra 2,"After avenging the death of his father and brother, a man must now content with another vengeful male.",Independent Bollywood,N/A,03 Dec 2010,,135 min,movie,N/A,Prashant Pandey (story & screenplay),2010
"Dharmendra, Vinod Khanna, Rishi Kapoor, Farooq Shaikh",N/A,N/A,N/A,Hema Malini,"Action, Crime, Drama",tt1961530,2.6,296,"Hindi, Rajasthani, Marathi, Turkish, English",N/A,Tell Me O Kkhuda,"After finding she was adopted as child, a young woman sets out to look for her biological parents.",N/A,N/A,27 Oct 2011,,N/A,movie,N/A,"Hema Malini, Mayur Puri (story,  screenplay,  dialogue), Ulka Puri (story,  screenplay,  dialogue), Anand Sharma (story,  screenplay,  dialogue)",2011
"Aparna Bajpai, Aditya Singh Rajput",N/A,N/A,N/A,Pravein Birje,Thriller,tt6149998,N/A,N/A,Hindi,N/A,JULIET's X-TAPE,N/A,N/A,N/A,14 Feb 2017,,N/A,movie,N/A,Raaj Nadar,2017
"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor, Swedha Singh",N/A,N/A,N/A,Nupur Asthana,"Comedy, Drama, Romance",tt3483646,5.5,"3,000","Hindi, English",N/A,Bewakoofiyaan,Bewakoofiyaan is a slice-of life comedy when recession strikes and the lack of money tests love. Is living on love and fresh air really possible?,Yash Raj Films,NOT RATED,14 Mar 2014,,119 min,movie,http://www.yashrajfilms.com/,Habib Faisal,2014
"Manisha Yadav, Ankita Parihar, Yash Rajpara, Vicky Tejwani",N/A,N/A,N/A,"Manoj J. Bhatia, Suresh Thomas","Drama, Family, Romance",tt7662314,N/A,N/A,Hindi,N/A,I am Roshni,"A family drama which depicts girl child abuse, bad parental upbringing and an intimate love story of a brother and sister.",N/A,N/A,20 Nov 2018,,80 min,movie,N/A,"Manoj J. Bhatia, Ravi Sagar",2018
"Ambika, Devan, Akhil Devan, Likhiya Jamal",N/A,N/A,N/A,Abhiram Suresh Unnithan,"Horror, Romance, Sci-Fi",tt2448852,3.5,19,"Hindi, Malayalam, Tamil",N/A,Yakshi Faithfully Yours,"The classic mythological symbol of lust Naga-Yakshi, who comes down to earth on gandharva yamam and mates with virgin boys and kills them straight away after having her orgasm.",N/A,N/A,16 Nov 2012,,90 min,movie,N/A,Abhiram Suresh Unnithan,2012
"Tusshar Kapoor, Amrita Rao, Ram Kapoor, Madhoo",N/A,N/A,N/A,S. Manasvi,"Drama, Romance",tt1695793,5.6,369,"Hindi, English",N/A,Love U... Mr. Kalakaar!,The only daughter of a wealthy businessman falls in love with a middle-classed underemployed artist.,Eros Entertainment,NOT RATED,13 May 2011,,152 min,movie,http://www.rajshriproductions.com/lumk/,"S. Manasvi (story,  screenplay,  dialogue), Manoj Muntashir (lyrics)",2011
"Varun Bhagwat, Vikram Gokhale, Zakir Hussain, Bharat Jha",1 nomination.,N/A,N/A,Faruk Kabir,"Action, Crime, Drama",tt1292642,6.4,267,"Hindi, Marathi",N/A,People of Allah,"Two impoverished youth take to crime, are held in a juvenile home, and become gangsters after being discharged.",Rising Star Entertainment,N/A,26 Nov 2010,,123 min,movie,http://www.allahkebanday.com/,"Faruk Kabir, Sarim Momin (lyrics)",2010
"Nawazuddin Siddiqui, Amruta Subhash",N/A,N/A,N/A,Sagar Sarhadi,Drama,tt3353822,N/A,N/A,Hindi,N/A,Chausar,N/A,N/A,N/A,01 Jan 2013,,90 min,movie,N/A,Sagar Sarhadi (screenplay),2013
"Annu Kapoor, Anupam Maanav, Saranya Mohan, Nishan",N/A,N/A,N/A,Shailesh Verma,Drama,tt2767712,5.5,98,Hindi,N/A,Badlapur Boys,"A story about a bunch of underdogs who not only play Kabaddi passionately, but also get involved in crucial socio-economic issues.",N/A,N/A,12 Dec 2014,,123 min,movie,N/A,Shailesh Verma,2014
"Om Puri, Deepak Dobriyal, Ragini Khanna, Naresh Gosain",N/A,N/A,N/A,Mrighdeep Lamba,"Comedy, Drama",tt1867070,4.4,276,"Hindi, Panjabi",N/A,Teen Thay Bhai,"In order to inherit a mansion, three squabbling brothers must fulfill their late grandfather's wishes.",N/A,N/A,15 Apr 2011,,N/A,movie,N/A,"Gautam Mehra, Mehul Suri",2011
"Mahie Gill, Naseeruddin Shah",1 nomination.,N/A,N/A,Ribhu Dasgupta,"Drama, Thriller",tt1754202,5.9,59,Hindi,N/A,Michael,"Set in Kolkata, this is a character-driven psychological drama in which MICHAEL (Naseeruddin Shah), a loyal, hardworking police officer is ordered by his superiors to open fire on a ...",N/A,N/A,15 Sep 2011,,97 min,movie,N/A,"Debaloy Bhattacharya (screenplay), Ribhu Dasgupta (story), Neel Guha (dialogue)",2011
"Vinay Pathak, Lara Dutta, Yana Gupta, Akshay Kumar",N/A,N/A,13 Jun 2011,Shashant Shah,"Comedy, Drama",tt1884268,6.8,"2,568","Hindi, English",N/A,Chalo Dilli,"Enroute to her destination via plane, a busy executive gets stranded with a middle-classed fast-talking male.",Eros International,NOT RATED,29 Apr 2011,,155 min,movie,http://chalodilli.erosentertainment.com/,"Shabbir Ahmed (lyrics), Anand Raj Anand (lyrics), Krishika Lulla (lyrics), Manthan (lyrics), Nisha Mascarenhas (lyrics), Arshad Sayed",2011
"Kangana Ranaut, Prakash Raj, Mahesh Manjrekar, Paras Arora",N/A,N/A,N/A,Vishwas Patil,"Drama, Romance",tt2438764,3.5,214,Hindi,N/A,Rajjo,The journey of a nautch girl in the most extraordinary circumstances. Rajjo and Chandu fall in love against the backdrop of the dying Kothas of Mumbai.,N/A,N/A,15 Nov 2013,,123 min,movie,N/A,Vishwas Patil,2013
"Mukesh Tiwari, Shilpa Tulaskar, Shrenu Parikh, Rahul Raj Malhotra",N/A,N/A,N/A,Aditya Sarpotdar,"Drama, Romance",tt4695016,7.8,13,Hindi,N/A,Thodi Thodi Si Manmaaniyan,"Siddharth, a young boy is brought up by his single mother with dreams of settling abroad. Being a part of a rock band ""Antriksha""; Siddharth participates in a contest which changes his life...",N/A,N/A,26 May 2017,,135 min,movie,N/A,"Param Kalra (screenplay), Param Kalra (story & screenplay), Param Kalra (story), Amjad Khan (screenplay), Ajinkya Kishore (dialogue), Ajinkya Kishore (screenplay), Ajinkya Kishore (screenplay)",2017
"Siddharth, Ankur Vikal, Anupam Kher, Vidya Malvade",N/A,N/A,13 Apr 2010,Chandan Arora,"Crime, Drama",tt1573482,7.1,914,"Hindi, Urdu",N/A,Striker,"Amidst strictly enforced curfew by Bombay Police during December 1992 following Hindu-Muslim riots, Suryakant - one of four siblings from Malad's Malvani slums, heads home. While doing so, ...",Indian Films-Studio 18,N/A,05 Feb 2010,,N/A,movie,N/A,"Sunita Rajwar (story & research), Iqbal Merchant (story & research), Chandan Arora (screenplay), Sunita Rajwar (screenplay), Sagar Kapoor (dialogues), Vijay Maurya (dialogues), Pankaj Saraswat (dialogues), Nitin Raikwar (lyrics), Jeetendra Joshi (lyrics), Prashant Ingole (lyrics)",2010
"Vicky Ahuja, Saikat Bagban, Ajaz Khan, Maarisha",N/A,N/A,N/A,Zubair Khan,Crime,tt3031896,5.7,107,Hindi,N/A,Lakeer Ka Fakeer,"The film revolves around the lives of three friends-cum-petty crooks whose biggest crime is the fact that they reside in Mumbai's notorious area, where nefarious activities of the organized-crime syndicates take shape.",N/A,N/A,14 Jun 2013,,113 min,movie,N/A,N/A,2013
"Parambrata Chatterjee, Paoli Dam, Eva Grover, Parth Suri",N/A,N/A,N/A,Subhash Sehgal,Romance,tt5052972,5.6,180,Hindi,N/A,Yaara Silly Silly,"A sex worker and her client meet each other again after having spent a night together before. Through a journey, they discover each other and a relationship that change their lives forever.",N/A,N/A,06 Nov 2015,,108 min,movie,N/A,Rajeev Yogendranath,2015
"Govinda, Yuvika Chaudhry, Anupam Kher, Smita Jaykar",N/A,N/A,N/A,Jag Mundhra,"Comedy, Drama",tt1363125,2.6,250,"Hindi, English",N/A,Naughty @ 40,A 40 year old male virgin with sleep-walking problems finds true love after getting married to a naive child-like woman.,N/A,N/A,29 Apr 2011,,N/A,movie,N/A,"Salim Raza, Sameer Tandon (lyrics)",2011
"Manish Paul, Ravi Kishan, Pooja Thakur, Rudra Kaushik",N/A,N/A,N/A,Aryeman Ramsay,Action,tt5151622,8.0,97,Hindi,N/A,Ranbanka,"Rahul, a young man, tries to protect his wife from a goon who wants to forcibly marry her. When all things go against Rahul, he becomes an angry man, and sets out to fight against the goon.",N/A,NOT RATED,06 Nov 2015,,98 min,movie,N/A,Shakir Ali,2015
